nom;secteur;region;info
FOURA CHAOUKI;medical;Douera , Alger;
tabchouche  brahim;medical;Ain M'lila , Oum El-Bouaghi;
ELGHERS Rezki;medical;Ouled Yaich , Blida;
BERRACHED Seghier;medical;Sidi Lakhdaara , Mostaganem;
Dr BENKANOUN Sidali;medical;El Biar , Alger;
Benmeriem Riad;medical;Zeralda , Alger;
Dr. BOUTLÉLIS Abdelaziz;medical;Sidi M'Hamed , Alger;
Dr. AL AMMAR-KHODJA;medical;Hussein Dey , Alger;
CHU ISSAD HASSANI BENI MESSOUS Hôpitaux Alger;medical;Beni Messous , Alger;
Arbaoui Bouzid;medical;Tlemcen , Tlemcen;
Dr ghenim mokhtar;medical;Oran , Oran;
CLINIQUE DES OASIS;medical;Ghardaia , Ghardaïa;
LA COLOMBE;medical;Draa Ben Khedda , Tizi-Ouzou;
OKBI RIDHA;medical;Biskra , Biskra;
Clinique médico-diagnostic du val;medical;Hydra , Alger;
Ramdani Hocine ;medical;Bach Djerrah , Alger;
Clinique Hamouche d'Ophtalmologie;medical;Hydra , Alger;
CLINIQUE EL BORDJ;medical;Bordj El Kifan , Alger;
BOUHADDA YOUCEF;medical;Mahdia , Tiaret;
CPMA  HEBA;medical;Bordj El Bahri , Alger;
Dr TCHIKOU MOHAMED AMINE;medical;Bir Khadem , Alger;
Chentouh Boudjemaa;medical;Annaba , Annaba;
Chu bab el oued (ex: hopital maillot);medical;Bab El Oued , Alger;
CENTRE DE DIAGNOSTIC DAR EL BEIDA;medical;Dar El Beïda , Alger;
BENDAOUD MOHAMED WAHID;medical;Alger-Centre , Alger;
Roche Algérie;medical;Hydra , Alger;
Clinique feriel;medical;Bab Ezzouar , Alger;
Clinique chahrazed ????? ??????;medical;Chéraga , Alger;
Dr-akrouf-narimane;medical;Kouba , Alger;
taleb abdelkrim;medical;Djelfa , Djelfa;
Lekmouta;medical;Ouled Djellal , Biskra;
Dr. Hocine BOURAOUI;medical;Ben Aknoun , Alger;
KHALFI Abderrahmane;medical;Frenda , Tiaret;
IGOUDJIL REDOUANE;medical;Bir Mourad Raïs , Alger;
Ets. GHANNAM C (MAGHREB MEDICAL);medical;Ain Temouchent , Aïn Témouchent;
kaouane  rachid;medical;Béjaïa , Béjaïa;
CLINIQUE SLIMANA;medical;Tizi Ouzou , Tizi-Ouzou;
Dr.ZEGGANE Mohamed Réda;medical;Kouba , Alger;
Dr. Taouchichet Nour eddine;medical;Belouizdad , Alger;
HOPITAL DU Dr FOUAD BOUGRARA ( Ouenza );medical;Ouenza , Tébessa;
KHADRAOUI  ABDELHAMID;medical;Felfla , Skikda;
Dr FOUGHALI Mohamed;medical;Mohamadia , Alger;
Dr Dahmani kamel;medical;Reghaïa , Alger;
CHU FRANTZ FANON DE BLIDA;medical;Blida , Blida;
TAIBI Assyr;medical;Oran , Oran;
OUCHEN BADREDDINE TAREK;medical;Constantine , Constantine;
BOUTABBA SALIM RIAD;medical;Lichana , Biskra;
bouabdellah dalila;medical;Chéraga , Alger;
Clinique Résidence du parc;medical;El Achour , Alger;
Dr.Tali-Maamar  Noureddine;medical;Bab El Oued , Alger;
ABDEREZAK BOUSSOUSSA;medical;Ben Aknoun , Alger;
Dr. Tayebi .F;medical;Belouizdad , Alger;
CHIALI MOHAMED KAMEL;medical;El Bayadh , El-Bayadh;
Dr meddour ;medical;Bab Ezzouar , Alger;
Dr Habtiche Naziha;medical;Béjaïa , Béjaïa;
Salah-Eddine SIDHOUM;medical;Bouzareah , Alger;
Dr. S. Azouaou épse Tébaibia;medical;Kouba , Alger;
Dr. kadri noureddin chirugien dentiste;medical;Alger-Centre , Alger;
Zazoun madjid;medical;Naciria , Boumerdès;
CLINIQUE DU  Dr  BOUKHARI MADJID;medical;Ben Aknoun , Alger;
CLINIQUE BELAID MOHAMED;medical;El-Kseur , Béjaïa;
PROCOMEDCIC;medical;Hussein Dey , Alger;
CLINIQUE RENADIAL DE DAR EL-BEIDA;medical;Dar El Beïda , Alger;
kharoubi said;medical;Souk Ahras , Souk-Ahras;
"CHAOUCHE Zahia			";medical;Ben Aknoun , Alger;
CLINIQUE EL FARABI DE ANNABA;medical;Annaba , Annaba;
BENAMARA MOUNIR;medical;Rouiba , Alger;
Zadi;medical;Bouzareah , Alger;
BOUKADOUM MOHAMED REDA;medical;Alger-Centre , Alger;
NOUIOUAT LAMIA;medical;Hydra , Alger;
BENMEDJAHED eps LARACHICHE KHEDIDJA;medical;Draria , Alger;
"MANSOURI Ali 	 		";medical;Les Eucalyptus , Alger;
CLINIQUE IBN SINA D'ORAN;medical;Oran , Oran;
BENLATRECHE Nadjib;medical;Constantine , Constantine;
BOUTIBA Mustapha;medical;Tlemcen , Tlemcen;
TAIR Sid Ahmed;medical;Tizi Ouzou , Tizi-Ouzou;
BELAIDI Abd el kader;medical;Boufarik , Blida;
AZUR MEDICAL;medical;Bordj El Bahri , Alger;
MEDJAHER Farida;medical;Chlef , Chlef;
Dr ISSAADI Baderddine;medical;Bouzareah , Alger;
BENMILOUD Omar;medical;Alger-Centre , Alger;
Dr. ALI BEY ep GHERNAOUTI KHADIDJA;medical;Chéraga , Alger;
taghzouti abdallah;medical;Oran , Oran;
CLINIQUE DU Dr ABANE MOHAMED;medical;Chlef , Chlef;
SARL MRB MEDICAL;medical;Bir Mourad Raïs , Alger;
Dr. Boukercha Louiza;medical;Kouba , Alger;
Asemaoui Aflah;medical;El Atteuf , Ghardaïa;
BOUAICHE eps BELGUENBOUR YAMINA;medical;Bab Ezzouar , Alger;
Hôpital SAADNA MOHAMED ABDENOUR DE SETIF;medical;Sétif , Sétif;
UNIVERSEL MATÉRIEL MÉDICAL;medical;El Eulma , Sétif;
CLINIQUE IBN ROCHD DE CONSTANTINE;medical;Constantine , Constantine;
Dr. BENCHIKHA Ali;medical;Constantine , Constantine;
CLINIQUE EL QODS;medical;Hydra , Alger;
CLINIQUE GRAND SUD;medical;Metlilli , Ghardaïa;
Dr. Si Amer Nadia;medical;Kouba , Alger;
HOPITAL D'AKBOU;medical;Akbou , Béjaïa;
Dr. azzedine kara ahmed;medical;Bir Khadem , Alger;
CLINIQUE ESSALEM;medical;El Milia , Jijel;
clinique medicale aya;medical;Bir Khadem , Alger;
CLINIQUE LES AMANDIERS;medical;Mekla , Tizi-Ouzou;
CLINIQUE LES PALMIERS;medical;Oran , Oran;
TABATOUCHE ABDELKRIM;medical;Hydra , Alger;
DIFFALLAH  Benaouda;medical;Reghaïa , Alger;
BITOUCHE SMAILI FATIMA;medical;Draria , Alger;
CLINIQUE RENADIAL DE ROUIBA;medical;Rouiba , Alger;
SARL PROVITO  ( FRANCE LAIT );medical;Dar El Beïda , Alger;
Dr. BELGHAZI MOURAD;medical;Rouiba , Alger;
AOUDIA Kamel;medical;Sétif , Sétif;
SAIDANI Chabha;medical;El Harrach , Alger;
Doukani  Meriem;medical;Dar El Beïda , Alger;
BENDIMERED Nassir;medical;Tlemcen , Tlemcen;
ALI BEY Moulay ahmed;medical;Douera , Alger;
Dr. Sefriou Fouzia;medical;Hydra , Alger;
OUSLIM Noureddine;medical;Oran , Oran;
GASMI MOULOUD;medical;Bab El Oued , Alger;
CHEDDADI MOURAD;medical;Annaba , Annaba;
AIT AMAR Mouloud;medical;Bab El Oued , Alger;
BACHSAISS LYES;medical;Boufarik , Blida;
HENNANE  Mohamed;medical;Oran , Oran;
HAMZA Lamine;medical;Constantine , Constantine;
Dr. fertikh. athmane;medical;Alger-Centre , Alger;
Dr. Kedji ACHOUR;medical;Alger-Centre , Alger;
mesbahi saida;medical;Chéraga , Alger;
HADJIH Hacène;medical;Tizi Ouzou , Tizi-Ouzou;
melzi riad;medical;Chéraga , Alger;
CLINIQUE EL DJAZAIR DE ANNABA;medical;Annaba , Annaba;
EHS  DE PSYCHIATRIE  BEL AMRI MAHMOUD;medical;Constantine , Constantine;
CHU IBN ROCHD DE ANNABA;medical;Annaba , Annaba;
EL OUENCHARISSE;medical;Khemis Miliana , Aïn Defla;
FLITI Belkacem;medical;Oran , Oran;
Dr. BABOUCHE Abdelmalek;medical;Bab El Oued , Alger;
CLINIQUE BOURENNANE LICHIFA;medical;El Achir , Bordj-Bou-Arréridj;
DOUDI MOKHTAR;medical;El Oued , El-Oued;
CHU BEN BADIS DE CONSTANTINE;medical;Constantine , Constantine;
Dr. Hamedi  Abdellah;medical;Douera , Alger;
Dr. Sahraoui rachida;medical;El Madania , Alger;
EHS DES BRULES ET CHIRURGIE REPARATRICE;medical;Alger-Centre , Alger;
Mehenni Said;medical;Rouiba , Alger;
CLINIQUE NAOUFEL;medical;Constantine , Constantine;
CLINIQUE DIABETOLOGIE - ENDOCRINOLOGIE;medical;Kouba , Alger;
TRADI KAMIL;medical;Tizi Ouzou , Tizi-Ouzou;
fenenakh brahim;medical;Azzaba , Skikda;
BOUZOUIDJA Kamel;medical;Blida , Blida;
MESSIS Chérif;medical;Béjaïa , Béjaïa;
CLINIQUE D'OPHTALMOLOGIE DU Dr SOHBI MOHAMED RACHID;medical;Tébessa , Tébessa;
Dr. F. SLIMANOU;medical;Bordj El Kifan , Alger;
EHS  DE PSYCHIATRIE DRID HOCINE;medical;Alger-Centre , Alger;
REMED SYSTEM;medical;Hassi Messaoud , Ouargla;
Dr. M. MENHOUR éps SOUDANI;medical;Chéraga , Alger;
LAD PHARMA;medical;Hydra , Alger;
EHS DE REEDUCATION ET READAPTATION  FONCTIONNELLE RAS ELMA;medical;Sétif , Sétif;
Dr. BENAIBOUCHE F.;medical;Hydra , Alger;
mouri lahlou;medical;Bach Djerrah , Alger;
Dr. Hamel Hassen;medical;Kouba , Alger;
ETS HACHEMI;medical;Tizi Ouzou , Tizi-Ouzou;
LABORATOIRES ALGERIEN DU MEDICAMENT (LAM);medical;Chéraga , Alger;
CLINIQUE MEZDAOUET;medical;Khenchela , Khenchela;
HOPITAL DE AMIZOUR;medical;Amizour , Béjaïa;
HOPITAL MAKOUR HAMOU;medical;Ain Defla , Aïn Defla;
grigahcine abdelnacer;medical;Bouzareah , Alger;
EHS DE GYNECOLOGIE  EL BOUNI;medical;El Bouni , Annaba;
HOPITAL  EL HARRACH ( EX BELFORT );medical;Alger-Centre , Alger;
Dr TOLBA Abdellah;medical;Alger-Centre , Alger;
MAHIDDINE NADIR;medical;Chéraga , Alger;
OTMANI Salah;medical;Dely Brahim , Alger;
Tabni Ramzi;medical;Skikda , Skikda;
CLINIQUE AMINA;medical;Alger-Centre , Alger;
CLINIQUE CYBELE;medical;Bordj El Kifan , Alger;
AGGOUNE ABD EL HAFID;medical;Alger-Centre , Alger;
MEDIFARMAL;medical;El Eulma , Sétif;
SABER  rabah;medical;Les Eucalyptus , Alger;
"HABES Mustapha 			";medical;Tébessa , Tébessa;
TERZOUT YETTOU  Mohamed;medical;Tipaza , Tipaza;
Bazine Bakir;medical;Ghardaia , Ghardaïa;
Dr SADAOUI MOHAMED REDA;medical;Kouba , Alger;
Dr. Cherbi Slimane;medical;Bab Ezzouar , Alger;
dorban djeannette;medical;Annaba , Annaba;
ABDELMOUMEN Nassima;medical;Médéa , Médéa;
BELBOUAB Lokmane;medical;Tizi Ouzou , Tizi-Ouzou;
Dr. Ahmed SAADI. M;medical;Hussein Dey , Alger;
DJEMAA Amel;medical;Kolea , Tipaza;
KOUDOURLI Yazid;medical;El Achour , Alger;
SARL MATLM;medical;Tizi Ouzou , Tizi-Ouzou;
Dr. Ougergouz Khaled;medical;Alger-Centre , Alger;
HOPITAL IBN SINA ( MOSTAGANEM );medical;Sidi Ali , Mostaganem;
CLINIQUE HAMANI;medical;Akbou , Béjaïa;
PHARMAGEN;medical;Reghaïa , Alger;
MEDJAHED MOHAMED;medical;Bab El Oued , Alger;
 ALGERIE MEDICO-PHARM (A M P);medical;Bab Ezzouar , Alger;
EHS D' OPHTALMOLOGIE DE BISKRA;medical;Biskra , Biskra;
HOPITAL DE HASSI MESSAOUD;medical;Hassi Messaoud , Ouargla;
ABDELHADI Ibrahim;medical;Oued Rhiou , Relizane;
BEST LIFE;medical;Dar El Beïda , Alger;
Dr. OTHMANI M. I;medical;Bab El Oued , Alger;
Dr. TECHTACHE NOURA;medical;Ain Benian , Alger;
CLINIQUE DU Dr. LOUNI ZAHIA;medical;Bir Khadem , Alger;
Dr. HAMITI M;medical;Alger-Centre , Alger;
Dr DJADEL DJILLOULI DJAZIA;medical;Bir Khadem , Alger;
KADDAR Djelloul;medical;Tiaret , Tiaret;
Dr. HAINE RIAD;medical;Bir Mourad Raïs , Alger;
RAHAL Nabil;medical;Oran , Oran;
 Dr.  Saoudi  L;medical;Rouiba , Alger;
Dr GHEZALI LAKHDAR;medical;Staoueli , Alger;
Ait Hamouda Rabah;medical;Batna , Batna;
CLINIQUE CHAWKI ET ACHWAK;medical;Sétif , Sétif;
belaroussi abdelkader;medical;Oran , Oran;
Dr. Touimer Abdelhamid;medical;Hussein Dey , Alger;
chikh salah kacem;medical;Bou Ismail , Tipaza;
Dr. makhloufi arezki;medical;Boghni , Tizi-Ouzou;
Dr BENKANOUN;medical;El Biar , Alger;
Dr. Belhoucine.Y;medical;Ben Aknoun , Alger;
Hadi Mahfoud;medical;Sidi M'Hamed , Alger;
Benloucif .F;medical;Ain M'lila , Oum El-Bouaghi;
Dr. BOULKRIAT ABD EL FATEH;medical;Hydra , Alger;
MOUSSA BAKHTI Ouassim;medical;Sidi M'Hamed , Alger;
CLINIQUE EL ANOUAR;medical;Constantine , Constantine;
Dr ALLAL Sidahmed Karim;medical;Bouzareah , Alger;
Dr S. SALMI;medical;Bach Djerrah , Alger;
Dr. DJERBAH Samir;medical;Ras El Oued , Bordj-Bou-Arréridj;
BELOUCIF Tewfik;medical;Sidi M'Hamed , Alger;
MRAOUI  Toufik El Madani;medical;Tolga , Biskra;
EHS DES MALADIES INFECTIEUSES DU Dr EL HADI FLICI  ( El Kettar );medical;Alger-Centre , Alger;
Mustapha bacha;medical;Alger-Centre , Alger;
CLINIQUE EL ABED;medical;Oran , Oran;
SARL MED LAB;medical;Tizi Ouzou , Tizi-Ouzou;
KADDAR DJELLOUL;medical;Tiaret , Tiaret;
ACCESSOIRE MÉDICAL;medical;Blida , Blida;
bouasria nasraddine;medical;Taher , Jijel;
"BELKACEM Abdelaziz 		";medical;Sour El Ghouzlane , Bouira;
BITOUCHE SMAILI FATIMA;medical;Draria , Alger;
"OUAMRANE Ali 			";medical;Tizi Ouzou , Tizi-Ouzou;
Bella houcine;medical;Relizane , Relizane;
hachemi bachir;medical;Boudouaou , Boumerdès;
ali nadji;medical;Ain Benian , Alger;
"BENZIOUCHE Bouzid 			";medical;Bordj Bou Arreridj , Bordj-Bou-Arréridj;
MAIDAT Yassine;medical;Boufarik , Blida;
CLINIQUE AMINA;medical;Chiffa , Blida;
LARBI MOHAMED;medical;El Malah , Aïn Témouchent;
RAHMANI;medical;Bouira , Bouira;
BELBEKHOUCHE Ali;medical;Mila , Mila;
MERAD Belkacem;medical;Oran , Oran;
AKERMA  Houaria;medical;Oran , Oran;
Hafed Abdeslam;medical;El Kala , E -Taref;
SLAMI Med;medical;Oran , Oran;
ZIANI Mohamed;medical;Ghardaia , Ghardaïa;
ADDOU Kheireddine;medical;Tlemcen , Tlemcen;
Dr. CHAMI Ahmed;medical;Tébessa , Tébessa;
MERAD AEH.;medical;Biskra , Biskra;
BAGHDAD FATIMA;medical;Chlef , Chlef;
SAOUDI Abdallah;medical;Djelfa , Djelfa;
Dr. Ghezloun Zahr-eddine;medical;Ben Aknoun , Alger;
EURL ORTHOSOL ;medical;Tizi Ouzou , Tizi-Ouzou;
Dr BOUZITINI AMINA;medical;Blida , Blida;
MAKHBOUCHE Rezki;medical;Skikda , Skikda;
CHIBANE Ahcene;medical;Thenia , Boumerdès;
hellal sara;medical;Béchar , Béchar;
BOUATTOURA H.;medical;Tizi Ouzou , Tizi-Ouzou;
Dr HEBIB MALIKA ép HESSAM;medical;Guerrouaou , Blida;
Tiguiouarte Fatiha;medical;Ghardaia , Ghardaïa;
Dr CHERANTI ZAHIA ép HELLAL;medical;Blida , Blida;
Dr. khalef Souaad;medical;Reghaïa , Alger;
ZENNADI Nadir;medical;Annaba , Annaba;
Groupe. cardiologues;medical;Tizi Ouzou , Tizi-Ouzou;
bassa abdelkrim;medical;Draria , Alger;
BAHBOUH  NAIMA;medical;Chéraga , Alger;
ABBACI abdelmadjid;medical;Béjaïa , Béjaïa;
HOUSSOU Hamid;medical;Skikda , Skikda;
SABBA  Salah;medical;Biskra , Biskra;
CHERADI Ali;medical;Tizi Ouzou , Tizi-Ouzou;
CHABI Azzedine;medical;Constantine , Constantine;
houari lazreg;medical;Ouargla , Ouargla;
Dr MECHEHED ABD-EL-WAHAB;medical;Bab Ezzouar , Alger;
Dr BADRI KHADIDJA;medical;Alger-Centre , Alger;
CLINIQUE HAI AZHAR;medical;Ain Benian , Alger;
HAMZA Arezki;medical;Alger-Centre , Alger;
EL DJEMA Rabah;medical;Tizi Ouzou , Tizi-Ouzou;
NEKROUF Aicha;medical;Baraki , Alger;
BEYOUD  Ahmed;medical;Alger-Centre , Alger;
"BENDAHMANE Zoulikha 		";medical;Cherchell , Tipaza;
DJITLI Abdelouahab;medical;Bouira , Bouira;
HAMDAN Mohamed;medical;Tlemcen , Tlemcen;
DLOUAL Mourad;medical;Tébessa , Tébessa;
kACHROUD Reda;medical;Bab Ezzouar , Alger;
C.E.T.S  D'EL BIAR;medical;El Biar , Alger;
Dr. Ayata S.;medical;Bouzareah , Alger;
BOUSSA Farid;medical;Alger-Centre , Alger;
Dr. MAZARI FETTOUMA;medical;Alger-Centre , Alger;
Khatara Abdelouahab;medical;Ghardaia , Ghardaïa;
BOUSSOUFA ABDELHAMID;medical;Skikda , Skikda;
AZOUG DALILA;medical;Hussein Dey , Alger;
YOUCEF KHODJA N.;medical;Alger-Centre , Alger;
"ALI BEY Smain			";medical;Chéraga , Alger;
BABOURI Badis;medical;Mila , Mila;
BELGUENBOUR ABDELAZIZ;medical;Bab Ezzouar , Alger;
aissa reda;medical;Bougara , Blida;
BERBAOUI Chikh;medical;Béchar , Béchar;
HAMZAOUI  SAMER;medical;Remchi , Tlemcen;
Dr TALEB ZAKIA;medical;Staoueli , Alger;
benlagha hadjira;medical;Collo , Skikda;
Dr. MAJEDDINE ZARA MERIEM;medical;Soumaa , Blida;
MESLI Abderahim;medical;Tlemcen , Tlemcen;
BELABBES ABDEREZAK;medical;Batna , Batna;
Nasser Ibrahim;medical;Bounoura , Ghardaïa;
boucheiki;medical;Beni Ounif , Béchar;
DR F.DEBABI ép TALBINE;medical;Bouzareah , Alger;
HASSAINE MOHAMED AMINE;medical;Ain Temouchent , Aïn Témouchent;
HEMAIDAIA A.;medical;Tiaret , Tiaret;
ZEROUROU MALIKA;medical;Boufarik , Blida;
CIMEDJELFA EL RAZI;medical;Djelfa , Djelfa;
Zidani   Hocine;medical;El Harrach , Alger;
MEBAREK Med;medical;Kouba , Alger;
Dr HAMMACHE ZAHRA;medical;Yakouren , Tizi-Ouzou;
FEKHAR Djamel;medical;Médéa , Médéa;
BOURAHLA Menad;medical;Tipaza , Tipaza;
Dr HAMAD AHMED;medical;Bir Khadem , Alger;
OUADI Amel;medical;Ain Taya , Alger;
belkacemi hocine;medical;Tizi Ouzou , Tizi-Ouzou;
HAMADOU SABIHA;medical;Béchar , Béchar;
TERKI-HASSAINE Mokhtar;medical;Tlemcen , Tlemcen;
Dr. SIDI SAID;medical;Reghaïa , Alger;
MAMERI LINDA;medical;Ain Benian , Alger;
HOPITAL  DE AIN EL KALAA;medical;Sétif , Sétif;
YAHI Sid Ali;medical;Bab El Oued , Alger;
Dr. CHERRIH BRAHIM;medical;Taher , Jijel;
MEBARKI Hind;medical;Tizi Ouzou , Tizi-Ouzou;
MECHRI Nacer;medical;Médéa , Médéa;
DJAKNOUN Djaouida;medical;Boumerdes , Boumerdès;
MENINA Noureddine;medical;Batna , Batna;
MOUSSAOUI Yamina;medical;Alger-Centre , Alger;
HAOUARI Hamza;medical;Tizi Ouzou , Tizi-Ouzou;
"BENAZOUZ	Ahmed Chawki";medical;Blida , Blida;
BENAHMED Noureddine;medical;Tizi Ouzou , Tizi-Ouzou;
IAICHE ACHOUR NACIMA;medical;Ouled Yaich , Blida;
aroua abdelmalek;medical;Annaba , Annaba;
Saaid Salah Eddine;medical;El Atteuf , Ghardaïa;
"BOUKHRIS	Nadia";medical;Annaba , Annaba;
"BARIK Yacine	 		";medical;Khenchela , Khenchela;
SI BACHIR Miloud;medical;Tipaza , Tipaza;
Babaci Mourad;medical;Djelfa , Djelfa;
GAAS Hichem;medical;Guelma , Guelma;
laouabi abdelkader;medical;Ain Oulmène , Sétif;
Dr MEKKI ZOUHIR;medical;Bir Mourad Raïs , Alger;
abderrahim nacer;medical;M'Sila , M'sila;
ETS Y.KHEDDA;medical;El Khroub , Constantine;
BEN Brik Abdelaziz;medical;Ghardaia , Ghardaïa;
BOUZIANE Toufik;medical;Tiaret , Tiaret;
BOUDOUR Mouloud;medical;Tizi Ouzou , Tizi-Ouzou;
Dr. Saidi Ratiba épse Medjahed;medical;Bir Mourad Raïs , Alger;
ETS FRENDI;medical;Tizi Ouzou , Tizi-Ouzou;
noranada;medical;Alger-Centre , Alger;
Babori Djamel Eddine;medical;Skikda , Skikda;
HALFAOUI O.;medical;Maghnia , Tlemcen;
FATMI Amina;medical;Maghnia , Tlemcen;
Benghezel E.;medical;Chéraga , Alger;
BOUELMERKA;medical;Constantine , Constantine;
BENZAMIA REDOUANE;medical;Chlef , Chlef;
MHAMSADJI ZOUBIDA;medical;Alger-Centre , Alger;
EPSP - OUM EL BOUAGHI -;medical;Oum El Bouaghi , Oum El-Bouaghi;
BESAHRAOUI KHEIRA;medical;Zeralda , Alger;
nafaa sofiane;medical;Souk Ahras , Souk-Ahras;
DENDANE TARIK-ZAKARIA;medical;Bach Djerrah , Alger;
ammar aouchiche maamar;medical;Sidi M'Hamed , Alger;
Dr Mosbah Amina née Kdi;medical;El Achour , Alger;
LAHNECHE Ahmed Lakhdar;medical;Alger-Centre , Alger;
Aous Amir Mounir;medical;Chéraga , Alger;
BENSALAH Yamina;medical;Mascara , Mascara;
"ABDOU Mourad	";medical;Tizi Rached , Tizi-Ouzou;
MELIOUH DALILA;medical;Biskra , Biskra;
TOUNSI LEILA;medical;El Mouradia , Alger;
MECHOUET Abdelhamid;medical;Tizi Ouzou , Tizi-Ouzou;
Dr. Bouderbal Mohamed Yacine;medical;Baba Hassen , Alger;
daoud hassene;medical;Ain Azal , Sétif;
Dr. Belkhear Naima;medical;Baba Hassen , Alger;
abdi salah;medical;Jijel , Jijel;
CHIKO Zineb;medical;Blida , Blida;
BENMOUHOUB abdelkader;medical;Chlef , Chlef;
LAHRECHE Ali;medical;Blida , Blida;
GC MEDICAL SARL;medical;Mascara , Mascara;
kadouche abdelaziz;medical;Hadjout , Tipaza;
SADKI Idris;medical;Hydra , Alger;
"BOUCHTOB B.N.		 	";medical;Alger-Centre , Alger;
BOU-SALAH Zineb;medical;Alger-Centre , Alger;
"MERABET	Mansouria";medical;Oran , Oran;
 Mr. BOUCHEMLA ELIAS;medical;Khemis El Khechna , Boumerdès;
dr. GHRIB SMAIN;medical;Laghouat , Laghouat;
Dr. Benali .F;medical;Belouizdad , Alger;
KHAMER RABIAA;medical;Hussein Dey , Alger;
KHEDOUCI ZIANE Fatma;medical;Kouba , Alger;
EURL 7G MEDICAL;medical;Bordj El Kifan , Alger;
Dr. C. FORTAS;medical;Bab El Oued , Alger;
BOUZID Madani;medical;Oum El Bouaghi , Oum El-Bouaghi;
Tamar Mohamed;medical;Ghardaia , Ghardaïa;
bouchachia khaled;medical;Guettara , Djelfa;
LINDE GAS ALGERIE SPA;medical;Hussein Dey , Alger;
Dr. ADBELGHAFOUR AHMED;medical;Blida , Blida;
benseghier mohamed;medical;Hassi Messaoud , Ouargla;
Dr RAMDANI RACHID;medical;Sidi Aïch , Béjaïa;
bairi asafi mourad;medical;Sidi M'Hamed , M'sila;
GCM;medical;Mascara , Mascara;
MAHAMED Oussaid;medical;Bouira , Bouira;
MEFOUED Abdelhak;medical;Bouda , Adrar;
TAIBOUNI;medical;Médéa , Médéa;
Mebarek heykel;medical;Kouba , Alger;
ASSAL Mustapha;medical;Chlef , Chlef;
Becheri Salima;medical;Bir Khadem , Alger;
Bermati  Ramdane;medical;Adrar , Adrar;
ABROUS Malika;medical;Lakhdaria , Bouira;
DAARA Saïd;medical;Annaba , Annaba;
Mostefa DAOUADJI;medical;Yellel , Relizane;
Dr GHEMMAR M'HAMED;medical;Tissemsilt , Mascara;
ATEK Lakhdar;medical;Tizi Rached , Tizi-Ouzou;
"GHENIM Reda 			";medical;Alger-Centre , Alger;
Dr ARBIA AZEDDINE;medical;Bougara , Blida;
"BOUGHACHA Fatiha			";medical;Bab Ezzouar , Alger;
ABED El Hadj;medical;Chlef , Chlef;
Aouiche Rabah;medical;Annaba , Annaba;
ZERALDI Ahmed;medical;Médéa , Médéa;
Dr. NEBIH Fella;medical;Douera , Alger;
BAKOU ABDELKADER;medical;Saida , Saida;
dentiste;medical;Béjaïa , Béjaïa;
Dr. NACEUR Abdallah;medical;Bab El Oued , Alger;
CLINIQUE DU GRAND BASSIN;medical;Tlemcen , Tlemcen;
LARKEM Hocine;medical;Biskra , Biskra;
ALDAPH;medical;Oran , Oran;
djahmi bariza;medical;Guelma , Guelma;
"BADRI Ahmed 			";medical;Médéa , Médéa;
HOPITAL MOUHAMED BOUDIAF ( OUERGLA );medical;Ouargla , Ouargla;
ZAIDI Mourad;medical;El-Kseur , Béjaïa;
ME SOMEDEST;medical;Constantine , Constantine;
BELHADJ BELKACEM;medical;Sidi M'Hamed , Alger;
Okbi Mohamed;medical;El Biar , Alger;
BOUDJEMIA LEMKAMI;medical;Alger-Centre , Alger;
bousalem yazid;medical;Annaba , Annaba;
TAILEB Tatiana;medical;Tizi Ouzou , Tizi-Ouzou;
ZIANI Ali;medical;Gué de Constantine , Alger;
KOUIDRI;medical;Ain Temouchent , Aïn Témouchent;
KLOUCHE Chewki;medical;Maghnia , Tlemcen;
"HAMOUTENE N.	 		";medical;Tizi Ouzou , Tizi-Ouzou;
DRAOUA ABDELKADER;medical;Chettia , Chlef;
DZ INDUSTRIE;medical;El Biar , Alger;
Dr. Djamel KHEIR;medical;Bab El Oued , Alger;
Dr. S. LAOUIREM;medical;El Biar , Alger;
KOLLI Kennouche;medical;Tébessa , Tébessa;
Dr BOUKEBBOUS KAHINA;medical;Bach Djerrah , Alger;
belferrag karim;medical;Batna , Batna;
fareh abdelaziz;medical;Ain Kercha , Oum El-Bouaghi;
ZIOUAL   Feroudja;medical;Akbou , Béjaïa;
AIT ELHOCINE Sadia;medical;Bouira , Bouira;
EXPORTATEUR;medical;Nocommune , Nowilaya;
DAOUADJI Yazid;medical;Barika , Batna;
Benchelabi Nacer;medical;Bab Ezzouar , Alger;
NAIT ABDALAH   Nadia;medical;Annaba , Annaba;
Dr. ZERDANI N.;medical;Hydra , Alger;
 Zouhir HADJ;medical;Boufarik , Blida;
feredj djelloul;medical;El Abadia , Aïn Defla;
CHERIF NADIA;medical;Bab El Oued , Alger;
BENYAHIA Lounis Z;medical;Bir Khadem , Alger;
kaddouri Athmane ben Affane ;medical;El Oued , El-Oued;
BENHANECHE ABDELMADJID;medical;Tébessa , Tébessa;
EHS DE PSYCHIATRIE DE MILA;medical;Tizi Ouzou , Tizi-Ouzou;
"CHERIET Amdjed			";medical;Tébessa , Tébessa;
EURL NABMED;medical;Alger-Centre , Alger;
Dr. HERAOUI AÏCHA;medical;Cherchell , Tipaza;
Dr OUAZAR MEHDI IDIR;medical;Bir Mourad Raïs , Alger;
